"v1013","mes_nome","sexo","raca","faixa_etaria","escolaridade","faixa_renda","n_amostra","populacao_estimada"
"9","Setembro","Feminino","Preta","0-17","Fundamental incompleto","Sem informacao","1553","943403.0"
"9","Setembro","Masculino","Parda","60+","Sem instrucao","Ate 1 SM","231","75458.0"
"9","Setembro","Masculino","Branca","50-59","Fundamental completo","1 a 2 SM","376","206271.0"
"9","Setembro","Masculino","Branca","40-49","Superior completo","Ate 1 SM","66","32495.0"
"9","Setembro","Feminino","Branca","0-17","Fundamental completo","Sem informacao","230","134326.0"
"9","Setembro","Feminino","Parda","60+","Sem instrucao","Ate 1 SM","60","27624.0"
"9","Setembro","Feminino","Preta","40-49","Superior completo","2 a 4 SM","112","55988.0"
"9","Setembro","Masculino","Preta","40-49","Superior completo","Sem informacao","34","22514.0"
"9","Setembro","Masculino","Branca","18-29","Pos-graduacao","Sem informacao","28","22519.0"
"9","Setembro","Masculino","Parda","50-59","Fundamental incompleto","2 a 4 SM","294","149482.0"
"9","Setembro","Masculino","Branca","18-29","Medio incompleto","Ate 1 SM","365","218125.0"
"9","Setembro","Feminino","Parda","30-39","Superior completo","Acima 4 SM","235","140433.0"
"9","Setembro","Masculino","Branca","60+","Superior incompleto","Sem informacao","230","119102.0"
"9","Setembro","Feminino","Indigena","40-49","Medio completo","1 a 2 SM","5","1762.0"
"9","Setembro","Feminino","Preta","50-59","Superior incompleto","Sem informacao","19","9451.0"
"9","Setembro","Feminino","Preta","40-49","Medio incompleto","Ate 1 SM","42","21294.0"
"9","Setembro","Masculino","Parda","60+","Medio incompleto","Ate 1 SM","48","18963.0"
"9","Setembro","Feminino","Preta","50-59","Medio incompleto","Ate 1 SM","27","16158.0"
"9","Setembro","Feminino","Preta","50-59","Sem instrucao","Ate 1 SM","13","4880.0"
"9","Setembro","Feminino","Parda","18-29","Medio incompleto","1 a 2 SM","150","93227.0"
"11","Novembro","Masculino","Preta","30-39","Superior completo","Ate 1 SM","25","14233.0"
"11","Novembro","Masculino","Amarela","50-59","Fundamental incompleto","1 a 2 SM","7","4325.0"
"11","Novembro","Masculino","Indigena","50-59","Fundamental completo","Acima 4 SM","1","278.0"
"9","Setembro","Masculino","Preta","50-59","Sem instrucao","2 a 4 SM","3","885.0"
"9","Setembro","Masculino","Parda","40-49","Medio incompleto","2 a 4 SM","103","46311.0"
"9","Setembro","Masculino","Branca","50-59","Superior incompleto","Ate 1 SM","24","11451.0"
"9","Setembro","Masculino","Branca","40-49","Medio completo","Acima 4 SM","265","184098.0"
"9","Setembro","Feminino","Preta","30-39","Superior incompleto","2 a 4 SM","14","15383.0"
"11","Novembro","Masculino","Preta","60+","Medio completo","Ate 1 SM","22","8872.0"
"11","Novembro","Masculino","Parda","18-29","Pos-graduacao","Sem informacao","15","8025.0"
"11","Novembro","Feminino","Preta","30-39","Fundamental completo","1 a 2 SM","27","21270.0"
"11","Novembro","Masculino","Parda","0-17","Medio incompleto","2 a 4 SM","1","227.0"
"9","Setembro","Feminino","Preta","60+","Medio incompleto","Sem informacao","85","52457.0"
"9","Setembro","Masculino","Preta","30-39","Fundamental completo","1 a 2 SM","70","59847.0"
"9","Setembro","Masculino","Branca","0-17","Medio incompleto","Ate 1 SM","172","97579.0"
"9","Setembro","Feminino","Branca","60+","Pos-graduacao","1 a 2 SM","25","13111.0"
"9","Setembro","Feminino","Parda","40-49","Fundamental incompleto","Acima 4 SM","7","2105.0"
"9","Setembro","Masculino","Branca","60+","Fundamental incompleto","Acima 4 SM","70","26864.0"
"9","Setembro","Masculino","Branca","40-49","Fundamental completo","Acima 4 SM","50","29392.0"
"11","Novembro","Masculino","Indigena","30-39","Superior incompleto","Ate 1 SM","2","1164.0"
"11","Novembro","Feminino","Preta","50-59","Superior incompleto","Sem informacao","20","10244.0"
"11","Novembro","Feminino","Preta","40-49","Medio incompleto","2 a 4 SM","5","2707.0"
"11","Novembro","Feminino","Indigena","40-49","Sem instrucao","Sem informacao","2","911.0"
"9","Setembro","Masculino","Branca","0-17","Fundamental incompleto","Ate 1 SM","59","28464.0"
"9","Setembro","Feminino","Amarela","18-29","Medio incompleto","Sem informacao","15","10887.0"
"9","Setembro","Feminino","Branca","60+","Superior incompleto","2 a 4 SM","25","13839.0"
"11","Novembro","Masculino","Parda","18-29","Pos-graduacao","1 a 2 SM","17","10306.0"
"11","Novembro","Feminino","Preta","18-29","Superior completo","2 a 4 SM","36","26048.0"
"9","Setembro","Masculino","Preta","40-49","Medio incompleto","1 a 2 SM","66","40195.0"
"9","Setembro","Feminino","Indigena","30-39","Superior completo","1 a 2 SM","2","2319.0"
"9","Setembro","Feminino","Branca","30-39","Fundamental incompleto","1 a 2 SM","115","64620.0"
"9","Setembro","Masculino","Amarela","18-29","Fundamental completo","2 a 4 SM","3","1667.0"
"9","Setembro","Masculino","Preta","60+","Fundamental incompleto","Acima 4 SM","4","1206.0"
"10","Outubro","Feminino","Preta","50-59","Sem instrucao","2 a 4 SM","1","408.0"
"10","Outubro","Masculino","Amarela","50-59","Pos-graduacao","Acima 4 SM","3","1806.0"
"10","Outubro","Masculino","Amarela","40-49","Superior completo","Sem informacao","6","7492.0"
"10","Outubro","Masculino","Branca","18-29","Sem instrucao","Ate 1 SM","5","2947.0"
"10","Outubro","Masculino","Branca","50-59","Superior completo","Ate 1 SM","44","27306.0"
"9","Setembro","Masculino","Parda","60+","Medio incompleto","Acima 4 SM","7","1245.0"
"9","Setembro","Masculino","Preta","50-59","Superior completo","Ate 1 SM","7","5148.0"
"9","Setembro","Feminino","Amarela","18-29","Fundamental incompleto","Sem informacao","14","5971.0"
"10","Outubro","Masculino","Branca","50-59","Fundamental completo","Acima 4 SM","60","28422.0"
"10","Outubro","Feminino","Parda","40-49","Fundamental completo","2 a 4 SM","21","13037.0"
"10","Outubro","Masculino",,"60+","Sem instrucao","Sem informacao","1","234.0"
"10","Outubro","Masculino","Preta","30-39","Fundamental completo","Ate 1 SM","68","35520.0"
"9","Setembro","Masculino","Preta","60+","Medio completo","Acima 4 SM","10","4470.0"
"9","Setembro","Feminino","Branca","30-39","Fundamental incompleto","2 a 4 SM","12","8035.0"
"10","Outubro","Masculino","Indigena","50-59","Medio completo","Ate 1 SM","4","1460.0"
"10","Outubro","Feminino","Branca","30-39","Fundamental completo","2 a 4 SM","22","11499.0"
"10","Outubro","Feminino","Branca","30-39","Medio incompleto","2 a 4 SM","29","23303.0"
"9","Setembro","Masculino","Indigena","40-49","Fundamental completo","Sem informacao","2","1150.0"
"9","Setembro","Feminino","Parda","60+","Medio incompleto","2 a 4 SM","9","4104.0"
"9","Setembro","Masculino","Preta","40-49","Pos-graduacao","Acima 4 SM","40","24677.0"
"9","Setembro","Feminino","Amarela","18-29","Superior incompleto","Sem informacao","30","21009.0"
"9","Setembro","Feminino","Preta","40-49","Medio incompleto","Acima 4 SM","1","488.0"
"10","Outubro","Feminino",,"0-17","Sem instrucao","Sem informacao","10","6524.0"
"9","Setembro","Feminino","Branca","40-49","Fundamental completo","2 a 4 SM","38","25846.0"
"9","Setembro","Feminino","Indigena","40-49","Medio completo","Ate 1 SM","8","1814.0"
"9","Setembro","Feminino","Branca","60+","Fundamental incompleto","2 a 4 SM","30","11630.0"
"9","Setembro","Masculino","Indigena","50-59","Medio completo","Sem informacao","4","1307.0"
"9","Setembro","Feminino","Amarela","40-49","Fundamental incompleto","1 a 2 SM","6","3297.0"
"9","Setembro","Masculino","Amarela","18-29","Pos-graduacao","Acima 4 SM","2","2879.0"
"9","Setembro","Masculino","Amarela","50-59","Medio completo","1 a 2 SM","8","4844.0"
"11","Novembro","Masculino","Preta","18-29","Fundamental incompleto","Ate 1 SM","123","72910.0"
"9","Setembro","Feminino","Indigena","40-49","Pos-graduacao","Sem informacao","1","138.0"
"9","Setembro","Masculino","Amarela","60+","Fundamental completo","Sem informacao","20","13381.0"
"9","Setembro","Feminino","Branca","18-29","Fundamental incompleto","1 a 2 SM","50","32537.0"
"9","Setembro","Feminino","Amarela","60+","Superior completo","Sem informacao","50","42008.0"
"9","Setembro","Feminino",,"60+","Medio completo","Sem informacao","2","1164.0"
"11","Novembro","Masculino","Preta","60+","Superior incompleto","1 a 2 SM","4","2743.0"
"9","Setembro","Feminino","Branca","60+","Fundamental completo","1 a 2 SM","67","35613.0"
"9","Setembro","Masculino","Amarela","30-39","Pos-graduacao","1 a 2 SM","1","1962.0"
"9","Setembro","Feminino","Amarela","50-59","Superior completo","Acima 4 SM","9","7339.0"
"9","Setembro","Feminino","Amarela","60+","Superior completo","Acima 4 SM","4","3921.0"
"11","Novembro","Masculino","Indigena","40-49","Medio completo","1 a 2 SM","10","5553.0"
"9","Setembro","Feminino","Amarela","30-39","Medio incompleto","Acima 4 SM","1","2979.0"
"9","Setembro","Masculino","Amarela","40-49","Medio incompleto","2 a 4 SM","3","2247.0"
"9","Setembro","Masculino","Branca","0-17","Medio completo","1 a 2 SM","5","3276.0"
"9","Setembro","Feminino","Parda","18-29","Superior incompleto","Acima 4 SM","8","7688.0"
"9","Setembro","Feminino","Branca","18-29","Medio incompleto","2 a 4 SM","7","2917.0"
"9","Setembro","Masculino","Parda","0-17","Fundamental completo","1 a 2 SM","5","1582.0"
"9","Setembro","Feminino","Parda","0-17","Medio completo","1 a 2 SM","2","2041.0"
"11","Novembro","Masculino","Amarela","60+","Pos-graduacao","Sem informacao","3","1967.0"
"9","Setembro","Feminino","Branca","0-17","Medio completo","1 a 2 SM","5","2115.0"
"9","Setembro","Feminino","Branca","40-49","Medio incompleto","Acima 4 SM","10","4371.0"
"9","Setembro","Feminino","Branca","40-49","Fundamental incompleto","Acima 4 SM","6","2517.0"
"11","Novembro","Masculino","Indigena","30-39","Superior incompleto","Acima 4 SM","2","725.0"
"11","Novembro","Masculino","Amarela","30-39","Fundamental incompleto","Sem informacao","7","2759.0"
"9","Setembro","Feminino","Branca","0-17","Medio incompleto","1 a 2 SM","21","14306.0"
"9","Setembro","Masculino","Preta","30-39","Fundamental completo","Acima 4 SM","1","366.0"
"10","Outubro","Feminino","Amarela","30-39","Fundamental incompleto","1 a 2 SM","2","3006.0"
"10","Outubro","Masculino","Amarela","50-59","Pos-graduacao","Sem informacao","1","386.0"
"10","Outubro","Feminino","Amarela","18-29","Superior incompleto","1 a 2 SM","12","9964.0"
"10","Outubro","Masculino","Preta","60+","Superior completo","Ate 1 SM","6","1856.0"
"10","Outubro","Masculino","Amarela","50-59","Fundamental completo","1 a 2 SM","3","1700.0"
"10","Outubro","Feminino","Amarela","30-39","Medio completo","Ate 1 SM","22","13799.0"
"10","Outubro","Feminino","Amarela","50-59","Medio completo","1 a 2 SM","5","2012.0"
"10","Outubro","Masculino","Preta","30-39","Pos-graduacao","Sem informacao","4","3897.0"
"10","Outubro","Feminino","Amarela","18-29","Superior incompleto","Ate 1 SM","7","2969.0"
"10","Outubro","Feminino","Preta","18-29","Medio incompleto","2 a 4 SM","2","1057.0"
"10","Outubro","Feminino","Preta","30-39","Superior incompleto","Acima 4 SM","1","510.0"
"10","Outubro","Masculino","Amarela","60+","Superior completo","2 a 4 SM","3","3443.0"
"10","Outubro","Feminino","Amarela","60+","Medio completo","2 a 4 SM","4","2078.0"
"10","Outubro","Feminino","Parda","18-29","Fundamental completo","2 a 4 SM","4","3022.0"
"10","Outubro","Masculino","Preta","30-39","Medio incompleto","2 a 4 SM","28","25507.0"
"10","Outubro","Feminino","Amarela","30-39","Sem instrucao","Sem informacao","1","1551.0"
"10","Outubro","Masculino","Amarela","18-29","Superior incompleto","1 a 2 SM","8","9262.0"
"10","Outubro","Feminino","Amarela","30-39","Fundamental completo","Ate 1 SM","4","3727.0"
"10","Outubro","Feminino","Preta","18-29","Pos-graduacao","1 a 2 SM","16","14924.0"
"11","Novembro","Masculino","Preta","30-39","Pos-graduacao","1 a 2 SM","18","8425.0"
"11","Novembro","Masculino","Parda","50-59","Pos-graduacao","1 a 2 SM","13","5955.0"
"11","Novembro","Feminino","Indigena","18-29","Fundamental completo","Sem informacao","2","2415.0"
"11","Novembro","Feminino","Branca","30-39","Sem instrucao","1 a 2 SM","3","2048.0"
"11","Novembro","Feminino","Preta","60+","Pos-graduacao","Acima 4 SM","6","2092.0"
"11","Novembro","Feminino","Amarela","40-49","Superior completo","Acima 4 SM","8","9260.0"
"10","Outubro","Feminino","Parda","0-17","Medio completo","Ate 1 SM","15","11005.0"
"10","Outubro","Masculino","Amarela","0-17","Medio incompleto","Ate 1 SM","2","1319.0"
"10","Outubro","Feminino","Preta","18-29","Pos-graduacao","Sem informacao","10","5114.0"
"10","Outubro","Masculino","Parda","0-17","Superior incompleto","Sem informacao","12","4871.0"
"11","Novembro","Feminino","Indigena","40-49","Fundamental incompleto","Ate 1 SM","6","2557.0"
"10","Outubro","Masculino","Parda","50-59","Pos-graduacao","1 a 2 SM","14","7097.0"
"10","Outubro","Masculino","Amarela","40-49","Fundamental incompleto","Ate 1 SM","4","2510.0"
"10","Outubro","Feminino","Parda","40-49","Fundamental completo","Acima 4 SM","8","4425.0"
"10","Outubro","Masculino","Preta","50-59","Superior completo","Ate 1 SM","7","5712.0"
"10","Outubro","Masculino","Branca","60+","Sem instrucao","Acima 4 SM","2","483.0"
"11","Novembro","Feminino","Parda","40-49","Pos-graduacao","Ate 1 SM","23","8069.0"
"11","Novembro","Feminino","Indigena","50-59","Fundamental completo","Sem informacao","11","2802.0"
"10","Outubro","Feminino","Parda","50-59","Medio incompleto","Acima 4 SM","4","1200.0"
"10","Outubro","Feminino","Branca","60+","Fundamental incompleto","Acima 4 SM","6","3943.0"
"10","Outubro","Masculino","Preta","30-39","Sem instrucao","1 a 2 SM","3","2942.0"
"10","Outubro","Masculino","Preta","60+","Medio completo","Acima 4 SM","10","6283.0"
"9","Setembro","Feminino","Parda","18-29","Medio incompleto","Acima 4 SM","2","462.0"
"9","Setembro","Feminino","Amarela","40-49","Medio incompleto","1 a 2 SM","1","480.0"
"9","Setembro","Masculino","Amarela","50-59","Medio incompleto","Sem informacao","3","4018.0"
"9","Setembro","Masculino","Preta","50-59","Pos-graduacao","Acima 4 SM","13","4956.0"
"9","Setembro","Masculino","Amarela","30-39","Medio incompleto","1 a 2 SM","6","3058.0"
"9","Setembro","Masculino","Indigena","40-49","Superior completo","1 a 2 SM","3","2257.0"
"9","Setembro","Feminino","Amarela","50-59","Superior incompleto","Sem informacao","4","1128.0"
"9","Setembro","Feminino","Preta","30-39","Fundamental completo","2 a 4 SM","1","279.0"
"9","Setembro","Feminino",,"30-39","Fundamental incompleto","Ate 1 SM","1","237.0"
"9","Setembro","Masculino","Indigena","50-59","Sem instrucao","Sem informacao","5","1337.0"
"9","Setembro","Masculino","Branca","50-59","Pos-graduacao","Ate 1 SM","6","2447.0"
"9","Setembro","Feminino","Branca","30-39","Sem instrucao","Ate 1 SM","4","997.0"
"9","Setembro","Feminino","Indigena","30-39","Medio incompleto","1 a 2 SM","1","332.0"
"9","Setembro","Feminino","Indigena","50-59","Medio completo","1 a 2 SM","3","1973.0"
"9","Setembro","Feminino","Parda","60+","Pos-graduacao","Ate 1 SM","8","3284.0"
"9","Setembro","Masculino","Indigena","30-39","Fundamental incompleto","Ate 1 SM","10","3676.0"
"11","Novembro","Masculino","Amarela","18-29","Pos-graduacao","2 a 4 SM","2","3228.0"
"9","Setembro","Masculino","Amarela","50-59","Fundamental completo","Ate 1 SM","1","503.0"
"11","Novembro","Masculino","Amarela","50-59","Fundamental completo","1 a 2 SM","3","1728.0"
"11","Novembro","Masculino","Amarela","30-39","Medio completo","Acima 4 SM","2","3984.0"
"10","Outubro","Masculino","Preta","18-29","Sem instrucao","1 a 2 SM","2","835.0"
"10","Outubro","Feminino","Indigena","18-29","Superior completo","1 a 2 SM","4","1720.0"
"10","Outubro","Feminino","Indigena","40-49","Superior completo","1 a 2 SM","7","1348.0"
"10","Outubro","Feminino","Branca","60+","Fundamental completo","Acima 4 SM","6","2796.0"
"10","Outubro","Masculino","Preta","18-29","Fundamental completo","2 a 4 SM","2","1056.0"
"10","Outubro","Masculino","Indigena","0-17","Fundamental completo","Sem informacao","4","1347.0"
"10","Outubro","Masculino","Amarela","60+","Fundamental incompleto","1 a 2 SM","4","2260.0"
"10","Outubro","Masculino","Indigena","50-59","Fundamental incompleto","Ate 1 SM","9","2847.0"
"10","Outubro","Masculino","Preta","60+","Medio incompleto","2 a 4 SM","5","3141.0"
"9","Setembro","Masculino","Parda","60+","Sem instrucao","Acima 4 SM","2","958.0"
"10","Outubro","Feminino","Amarela","40-49","Pos-graduacao","Sem informacao","3","3924.0"
"9","Setembro","Masculino","Indigena","50-59","Superior incompleto","1 a 2 SM","1","345.0"
"10","Outubro","Feminino","Amarela","50-59","Pos-graduacao","Acima 4 SM","2","909.0"
"10","Outubro","Feminino","Preta","50-59","Pos-graduacao","Ate 1 SM","5","2910.0"
"10","Outubro","Feminino","Amarela","18-29","Fundamental incompleto","Ate 1 SM","1","649.0"
"10","Outubro","Feminino","Preta","60+","Pos-graduacao","2 a 4 SM","3","997.0"
"9","Setembro","Feminino","Parda","60+","Superior incompleto","Acima 4 SM","3","972.0"
"9","Setembro","Masculino",,"50-59","Sem instrucao","Sem informacao","1","415.0"
"11","Novembro","Feminino",,"18-29","Superior incompleto","Ate 1 SM","1","536.0"
