"v1013","mes_nome","sexo","raca","faixa_etaria","escolaridade","faixa_renda","n_amostra","populacao_estimada"
"11","Novembro","Masculino","Preta","18-29","Superior incompleto","2 a 4 SM","21","12465.0"
"11","Novembro","Masculino","Indigena","0-17","Sem instrucao","Sem informacao","56","18903.0"
"11","Novembro","Feminino","Amarela","18-29","Fundamental completo","Sem informacao","7","3741.0"
"11","Novembro","Masculino","Amarela","40-49","Fundamental completo","2 a 4 SM","2","1495.0"
"10","Outubro","Feminino","Preta","18-29","Fundamental incompleto","Sem informacao","163","89515.0"
"10","Outubro","Masculino","Preta","18-29","Pos-graduacao","Sem informacao","3","1865.0"
"10","Outubro","Feminino","Preta","60+","Superior completo","Ate 1 SM","1","312.0"
"10","Outubro","Masculino","Preta","30-39","Sem instrucao","Sem informacao","26","9069.0"
"10","Outubro","Masculino","Parda","60+","Sem instrucao","Acima 4 SM","2","815.0"
"11","Novembro","Masculino","Indigena","18-29","Fundamental incompleto","Ate 1 SM","2","980.0"
"11","Novembro","Feminino","Amarela","60+","Sem instrucao","Sem informacao","26","13596.0"
"11","Novembro","Feminino","Preta","30-39","Superior incompleto","Ate 1 SM","42","22180.0"
"11","Novembro","Feminino","Amarela","30-39","Superior incompleto","1 a 2 SM","2","1811.0"
"11","Novembro","Feminino","Preta","50-59","Medio completo","2 a 4 SM","27","11913.0"
"11","Novembro","Feminino","Preta","18-29","Superior completo","Ate 1 SM","45","29788.0"
"11","Novembro","Feminino","Preta","18-29","Pos-graduacao","Ate 1 SM","6","4254.0"
"10","Outubro","Feminino","Parda","50-59","Pos-graduacao","Acima 4 SM","114","48083.0"
"10","Outubro","Masculino","Preta","50-59","Pos-graduacao","Acima 4 SM","15","6819.0"
"10","Outubro","Masculino","Indigena","60+","Fundamental incompleto","Sem informacao","28","10789.0"
"10","Outubro","Masculino","Preta","60+","Medio completo","Ate 1 SM","25","10777.0"
"10","Outubro","Feminino","Parda","60+","Pos-graduacao","2 a 4 SM","27","9839.0"
"11","Novembro","Masculino","Indigena","50-59","Sem instrucao","Sem informacao","5","1622.0"
"11","Novembro","Masculino","Parda","40-49","Superior completo","Ate 1 SM","82","39445.0"
"11","Novembro","Feminino","Preta","30-39","Superior completo","Sem informacao","99","61771.0"
"11","Novembro","Masculino","Preta","50-59","Fundamental incompleto","2 a 4 SM","62","31586.0"
"11","Novembro","Feminino","Parda","50-59","Sem instrucao","1 a 2 SM","20","9513.0"
"11","Novembro","Feminino","Parda","30-39","Fundamental incompleto","2 a 4 SM","4","2492.0"
"11","Novembro","Masculino","Indigena","50-59","Medio completo","2 a 4 SM","5","3455.0"
"11","Novembro","Feminino","Parda","60+","Sem instrucao","1 a 2 SM","9","2414.0"
"11","Novembro","Feminino","Preta","30-39","Pos-graduacao","Ate 1 SM","7","3499.0"
"11","Novembro","Masculino","Indigena","18-29","Medio completo","Ate 1 SM","14","3288.0"
"11","Novembro","Feminino","Parda","60+","Pos-graduacao","Ate 1 SM","6","3230.0"
"11","Novembro","Masculino","Parda","50-59","Pos-graduacao","Ate 1 SM","4","1172.0"
"11","Novembro","Masculino","Parda","18-29","Sem instrucao","Ate 1 SM","11","6477.0"
"11","Novembro","Masculino","Indigena","18-29","Medio completo","Sem informacao","16","5456.0"
"11","Novembro","Feminino","Amarela","60+","Pos-graduacao","Sem informacao","3","1137.0"
"11","Novembro","Feminino","Parda","50-59","Medio incompleto","Acima 4 SM","5","2545.0"
"11","Novembro","Feminino","Amarela","30-39","Fundamental completo","Ate 1 SM","5","4097.0"
"9","Setembro","Feminino","Preta","50-59","Superior completo","Ate 1 SM","18","12078.0"
"9","Setembro","Feminino","Amarela","40-49","Pos-graduacao","Acima 4 SM","7","4232.0"
"9","Setembro","Feminino",,"0-17","Sem instrucao","Sem informacao","8","7351.0"
"11","Novembro","Feminino","Indigena","30-39","Fundamental incompleto","Sem informacao","14","6406.0"
"11","Novembro","Masculino","Indigena","0-17","Medio completo","Sem informacao","1","72.0"
"11","Novembro","Masculino","Indigena","18-29","Superior completo","Ate 1 SM","1","254.0"
"9","Setembro","Masculino","Preta","30-39","Fundamental completo","Ate 1 SM","69","38472.0"
"9","Setembro","Feminino","Amarela","50-59","Pos-graduacao","Acima 4 SM","6","5690.0"
"11","Novembro","Feminino","Amarela","50-59","Medio completo","Sem informacao","14","11069.0"
"11","Novembro","Masculino","Indigena","50-59","Medio completo","Acima 4 SM","4","1742.0"
"11","Novembro","Feminino","Indigena","30-39","Superior incompleto","2 a 4 SM","1","115.0"
"11","Novembro","Feminino","Indigena","40-49","Fundamental completo","1 a 2 SM","2","735.0"
"9","Setembro","Feminino","Preta","18-29","Fundamental completo","Acima 4 SM","1","392.0"
"9","Setembro","Masculino","Parda","40-49","Pos-graduacao","Sem informacao","25","11288.0"
"9","Setembro","Feminino",,"40-49","Pos-graduacao","Acima 4 SM","1","329.0"
"9","Setembro","Feminino","Amarela","40-49","Medio completo","1 a 2 SM","13","9934.0"
"9","Setembro","Feminino","Amarela","50-59","Fundamental completo","2 a 4 SM","1","313.0"
"9","Setembro","Masculino","Preta","60+","Medio completo","Ate 1 SM","18","7794.0"
"11","Novembro","Feminino","Preta","18-29","Sem instrucao","Ate 1 SM","1","183.0"
"11","Novembro","Feminino","Indigena","30-39","Superior incompleto","Sem informacao","4","2156.0"
"9","Setembro","Feminino","Branca","40-49","Sem instrucao","1 a 2 SM","6","3080.0"
"9","Setembro","Masculino","Amarela","30-39","Medio completo","Acima 4 SM","3","3961.0"
"11","Novembro","Masculino","Indigena","0-17","Medio incompleto","Sem informacao","20","9720.0"
"11","Novembro","Feminino","Indigena","18-29","Medio completo","Ate 1 SM","18","7712.0"
"11","Novembro","Masculino","Indigena","18-29","Superior incompleto","Sem informacao","6","2710.0"
"11","Novembro","Feminino","Indigena","50-59","Medio incompleto","1 a 2 SM","1","381.0"
"11","Novembro","Masculino","Indigena","50-59","Fundamental incompleto","1 a 2 SM","8","2059.0"
"10","Outubro","Feminino","Amarela","30-39","Medio completo","1 a 2 SM","15","8964.0"
"11","Novembro","Masculino","Amarela","30-39","Superior completo","Acima 4 SM","10","9643.0"
"11","Novembro","Feminino","Amarela","30-39","Medio incompleto","Ate 1 SM","5","1839.0"
"11","Novembro","Masculino",,"30-39","Medio completo","1 a 2 SM","1","717.0"
"11","Novembro","Feminino","Indigena","50-59","Fundamental completo","1 a 2 SM","3","1483.0"
"10","Outubro","Masculino",,"18-29","Medio completo","Ate 1 SM","1","324.0"
"10","Outubro","Masculino","Amarela","18-29","Medio incompleto","Ate 1 SM","6","6139.0"
"9","Setembro","Masculino","Preta","0-17","Medio completo","Sem informacao","18","7997.0"
"9","Setembro","Masculino","Amarela","40-49","Superior incompleto","2 a 4 SM","2","839.0"
"10","Outubro","Feminino","Branca","60+","Sem instrucao","2 a 4 SM","1","456.0"
"9","Setembro","Masculino","Preta","60+","Fundamental completo","Ate 1 SM","26","11251.0"
"9","Setembro","Feminino","Amarela","30-39","Medio incompleto","Ate 1 SM","4","1372.0"
"9","Setembro","Masculino","Branca","0-17","Fundamental completo","1 a 2 SM","4","1035.0"
"10","Outubro","Masculino","Parda","18-29","Sem instrucao","Ate 1 SM","13","7291.0"
"10","Outubro","Feminino","Branca","60+","Medio incompleto","Ate 1 SM","27","11266.0"
"10","Outubro","Masculino","Indigena","30-39","Medio completo","2 a 4 SM","4","5180.0"
"9","Setembro","Masculino","Parda","0-17","Fundamental incompleto","1 a 2 SM","14","6341.0"
"9","Setembro","Masculino","Indigena","30-39","Superior completo","2 a 4 SM","5","1815.0"
"9","Setembro","Masculino","Parda","18-29","Pos-graduacao","Acima 4 SM","10","5500.0"
"9","Setembro","Masculino","Indigena","18-29","Superior incompleto","Sem informacao","6","2298.0"
"9","Setembro","Masculino","Preta","18-29","Medio completo","Acima 4 SM","3","2190.0"
"10","Outubro","Masculino","Parda","0-17","Fundamental completo","Ate 1 SM","16","8002.0"
"10","Outubro","Feminino","Preta","30-39","Sem instrucao","Ate 1 SM","3","2150.0"
"10","Outubro","Feminino","Indigena","18-29","Medio completo","Ate 1 SM","17","7020.0"
"9","Setembro","Feminino","Parda","30-39","Fundamental completo","Acima 4 SM","1","334.0"
"9","Setembro","Feminino","Preta","50-59","Pos-graduacao","Sem informacao","16","6323.0"
"9","Setembro","Feminino","Preta","60+","Medio completo","Ate 1 SM","25","12200.0"
"9","Setembro","Masculino","Indigena","50-59","Sem instrucao","1 a 2 SM","2","1496.0"
"10","Outubro","Feminino","Branca","60+","Superior incompleto","Ate 1 SM","14","7114.0"
"10","Outubro","Feminino","Branca","30-39","Fundamental incompleto","Acima 4 SM","3","750.0"
"10","Outubro","Masculino","Amarela","30-39","Fundamental completo","1 a 2 SM","5","5641.0"
"10","Outubro","Feminino","Branca","18-29","Medio incompleto","Acima 4 SM","3","951.0"
"9","Setembro","Masculino","Parda","40-49","Pos-graduacao","Ate 1 SM","11","6031.0"
"9","Setembro","Feminino","Parda","40-49","Fundamental completo","Acima 4 SM","6","3173.0"
"9","Setembro","Masculino","Indigena","40-49","Superior completo","Acima 4 SM","1","772.0"
"9","Setembro","Masculino","Preta","40-49","Sem instrucao","2 a 4 SM","3","644.0"
"9","Setembro","Feminino","Parda","60+","Fundamental completo","Acima 4 SM","3","802.0"
"9","Setembro","Masculino","Preta","50-59","Pos-graduacao","2 a 4 SM","5","1983.0"
"10","Outubro","Feminino","Branca","60+","Superior incompleto","Acima 4 SM","17","7964.0"
"10","Outubro","Feminino","Amarela","18-29","Superior incompleto","2 a 4 SM","2","1124.0"
"10","Outubro","Feminino",,"40-49","Superior completo","Sem informacao","1","355.0"
"10","Outubro","Masculino","Amarela","50-59","Fundamental incompleto","1 a 2 SM","10","5592.0"
"10","Outubro","Masculino","Parda","0-17","Medio incompleto","2 a 4 SM","2","499.0"
"9","Setembro","Feminino","Preta","18-29","Superior incompleto","Acima 4 SM","3","1629.0"
"11","Novembro","Feminino","Preta","50-59","Superior incompleto","Ate 1 SM","9","4702.0"
"11","Novembro","Masculino","Indigena","30-39","Fundamental completo","2 a 4 SM","3","3724.0"
"11","Novembro","Masculino","Indigena","18-29","Superior completo","2 a 4 SM","1","1582.0"
"9","Setembro","Masculino","Parda","50-59","Sem instrucao","2 a 4 SM","13","3478.0"
"11","Novembro","Feminino","Amarela","50-59","Sem instrucao","Sem informacao","5","1191.0"
"11","Novembro","Feminino","Preta","60+","Superior completo","Ate 1 SM","3","3924.0"
"9","Setembro","Masculino","Amarela","18-29","Fundamental completo","Ate 1 SM","3","1274.0"
"9","Setembro","Feminino","Indigena","40-49","Fundamental completo","Sem informacao","7","2883.0"
"9","Setembro","Feminino","Indigena","40-49","Fundamental completo","Ate 1 SM","2","675.0"
"11","Novembro","Masculino","Amarela","18-29","Superior incompleto","Ate 1 SM","2","2307.0"
"11","Novembro","Masculino","Amarela","30-39","Medio incompleto","Ate 1 SM","4","1772.0"
"11","Novembro","Feminino","Preta","50-59","Medio incompleto","2 a 4 SM","3","2642.0"
"11","Novembro","Feminino","Indigena","50-59","Pos-graduacao","Acima 4 SM","1","146.0"
"11","Novembro","Masculino","Amarela","0-17","Medio incompleto","Ate 1 SM","2","1311.0"
"11","Novembro","Feminino","Amarela","30-39","Fundamental incompleto","1 a 2 SM","3","3370.0"
"11","Novembro","Masculino",,"40-49","Sem instrucao","Sem informacao","1","492.0"
"11","Novembro","Masculino","Indigena","40-49","Medio incompleto","Sem informacao","2","1230.0"
"11","Novembro","Feminino","Amarela","0-17","Fundamental completo","Sem informacao","4","2991.0"
"11","Novembro","Masculino","Indigena","60+","Superior completo","2 a 4 SM","1","128.0"
"11","Novembro","Masculino","Branca","18-29","Sem instrucao","1 a 2 SM","2","754.0"
"11","Novembro","Feminino","Preta","60+","Sem instrucao","1 a 2 SM","4","2973.0"
"11","Novembro","Feminino","Amarela","30-39","Medio incompleto","Acima 4 SM","1","3372.0"
"11","Novembro","Feminino","Amarela","50-59","Medio incompleto","1 a 2 SM","4","1673.0"
"11","Novembro","Masculino","Indigena","60+","Fundamental completo","Sem informacao","2","608.0"
"11","Novembro","Feminino","Branca","40-49","Fundamental completo","Acima 4 SM","6","3620.0"
"9","Setembro","Feminino","Parda","60+","Sem instrucao","1 a 2 SM","5","845.0"
"9","Setembro","Feminino","Parda","0-17","Fundamental completo","Ate 1 SM","7","3514.0"
"9","Setembro","Masculino","Branca","0-17","Superior incompleto","Ate 1 SM","4","1279.0"
"9","Setembro","Feminino","Amarela","0-17","Fundamental completo","Sem informacao","4","2864.0"
"10","Outubro","Masculino","Preta","0-17","Superior incompleto","Ate 1 SM","1","96.0"
"10","Outubro","Masculino","Preta","60+","Pos-graduacao","Acima 4 SM","8","2583.0"
"10","Outubro","Masculino","Parda","0-17","Superior incompleto","1 a 2 SM","1","216.0"
"10","Outubro","Feminino","Indigena","18-29","Fundamental completo","Ate 1 SM","2","203.0"
"10","Outubro","Feminino","Amarela","18-29","Medio incompleto","Sem informacao","16","10674.0"
"10","Outubro","Masculino","Amarela","18-29","Medio incompleto","1 a 2 SM","7","3675.0"
"9","Setembro","Feminino","Preta","30-39","Fundamental incompleto","Acima 4 SM","2","529.0"
"9","Setembro","Masculino","Amarela","60+","Medio incompleto","Ate 1 SM","1","399.0"
"9","Setembro","Masculino","Indigena","30-39","Fundamental incompleto","Sem informacao","9","3538.0"
"10","Outubro","Feminino","Indigena","30-39","Superior incompleto","1 a 2 SM","1","542.0"
"9","Setembro","Feminino",,"60+","Fundamental incompleto","Ate 1 SM","1","772.0"
"10","Outubro","Masculino","Branca","0-17","Medio incompleto","Acima 4 SM","1","356.0"
"9","Setembro","Masculino","Amarela","30-39","Pos-graduacao","2 a 4 SM","2","2155.0"
"9","Setembro","Masculino","Amarela","0-17","Fundamental incompleto","Ate 1 SM","2","2075.0"
"9","Setembro","Masculino",,"18-29","Medio completo","Sem informacao","1","347.0"
"10","Outubro","Feminino","Amarela","50-59","Medio completo","Ate 1 SM","2","1809.0"
"9","Setembro","Feminino","Amarela","40-49","Medio incompleto","Sem informacao","4","2638.0"
"9","Setembro","Feminino","Indigena","50-59","Medio completo","Ate 1 SM","9","3243.0"
"10","Outubro","Feminino","Preta","50-59","Fundamental incompleto","Acima 4 SM","2","1804.0"
"11","Novembro","Feminino","Branca","50-59","Medio incompleto","Sem informacao","356","187920.0"
"11","Novembro","Masculino","Branca","18-29","Superior incompleto","2 a 4 SM","211","164198.0"
"11","Novembro","Masculino","Branca","18-29","Fundamental incompleto","Sem informacao","419","230001.0"
"11","Novembro","Feminino","Indigena","30-39","Fundamental completo","1 a 2 SM","2","813.0"
"11","Novembro","Feminino","Branca","40-49","Superior completo","1 a 2 SM","570","336808.0"
"11","Novembro","Feminino","Preta","40-49","Medio completo","1 a 2 SM","235","142392.0"
"11","Novembro","Masculino","Branca","50-59","Fundamental incompleto","Ate 1 SM","778","311627.0"
"11","Novembro","Masculino","Branca","50-59","Medio incompleto","1 a 2 SM","184","110387.0"
"11","Novembro","Feminino","Preta","40-49","Medio completo","2 a 4 SM","48","34844.0"
"11","Novembro","Feminino","Branca","50-59","Fundamental incompleto","2 a 4 SM","54","28509.0"
"11","Novembro","Masculino","Branca","30-39","Fundamental incompleto","2 a 4 SM","117","65717.0"
"11","Novembro","Masculino","Branca","40-49","Superior completo","1 a 2 SM","263","156409.0"
"11","Novembro","Feminino","Branca","18-29","Fundamental completo","Sem informacao","252","145606.0"
"11","Novembro","Feminino","Branca","40-49","Fundamental completo","Sem informacao","482","271777.0"
"11","Novembro","Masculino","Branca","40-49","Medio incompleto","2 a 4 SM","142","95844.0"
"11","Novembro","Feminino","Preta","50-59","Sem instrucao","Sem informacao","115","44914.0"
"11","Novembro","Feminino","Branca","30-39","Superior incompleto","Ate 1 SM","163","97361.0"
"11","Novembro","Feminino","Indigena","0-17","Sem instrucao","Sem informacao","49","24093.0"
"11","Novembro","Feminino","Parda","30-39","Fundamental incompleto","Acima 4 SM","6","3320.0"
"11","Novembro","Masculino","Preta","60+","Superior completo","Ate 1 SM","6","2840.0"
"11","Novembro","Feminino","Parda","60+","Superior completo","Ate 1 SM","26","11258.0"
"11","Novembro","Masculino","Parda","40-49","Superior completo","1 a 2 SM","222","122733.0"
"11","Novembro","Feminino","Branca","40-49","Pos-graduacao","Ate 1 SM","41","21141.0"
"11","Novembro","Masculino","Parda","40-49","Medio incompleto","Sem informacao","211","115192.0"
"9","Setembro","Masculino","Branca","50-59","Medio completo","Sem informacao","718","406201.0"
"9","Setembro","Feminino","Preta","50-59","Fundamental incompleto","Sem informacao","635","262874.0"
"9","Setembro","Masculino","Branca","18-29","Fundamental incompleto","Ate 1 SM","256","149039.0"
"9","Setembro","Feminino","Branca","40-49","Superior completo","Ate 1 SM","173","89838.0"
"9","Setembro","Masculino","Branca","50-59","Medio incompleto","2 a 4 SM","115","60533.0"
"9","Setembro","Feminino","Preta","30-39","Fundamental incompleto","Sem informacao","254","124956.0"
"9","Setembro","Feminino","Branca","60+","Superior completo","2 a 4 SM","157","87737.0"
"9","Setembro","Feminino","Branca","40-49","Superior completo","1 a 2 SM","557","317948.0"
"9","Setembro","Feminino","Branca","40-49","Fundamental incompleto","Ate 1 SM","534","227617.0"
"9","Setembro","Masculino","Parda","50-59","Sem instrucao","Sem informacao","570","206543.0"
"9","Setembro","Masculino","Parda","18-29","Medio incompleto","Ate 1 SM","876","500073.0"
"9","Setembro","Feminino","Parda","50-59","Superior completo","Acima 4 SM","122","60468.0"
"9","Setembro","Masculino","Preta","40-49","Medio completo","Sem informacao","151","85675.0"
"9","Setembro","Feminino","Preta","30-39","Fundamental incompleto","Ate 1 SM","107","58509.0"
"9","Setembro","Masculino","Preta","50-59","Medio incompleto","Ate 1 SM","24","14017.0"
"9","Setembro","Feminino","Branca","40-49","Pos-graduacao","Ate 1 SM","41","21452.0"
"9","Setembro","Masculino","Preta","60+","Fundamental completo","2 a 4 SM","13","7926.0"
"9","Setembro","Feminino","Preta","50-59","Superior incompleto","2 a 4 SM","9","4440.0"
"9","Setembro","Masculino","Amarela","18-29","Superior incompleto","1 a 2 SM","9","9808.0"
"9","Setembro","Feminino","Amarela","50-59","Superior completo","Sem informacao","16","16629.0"
"9","Setembro","Feminino","Preta","40-49","Fundamental completo","1 a 2 SM","39","23798.0"
"11","Novembro","Masculino","Parda","40-49","Superior completo","Acima 4 SM","321","178847.0"
"11","Novembro","Feminino","Branca","60+","Superior incompleto","Sem informacao","270","145247.0"
"11","Novembro","Feminino","Parda","40-49","Superior incompleto","Sem informacao","179","89988.0"
"11","Novembro","Masculino","Preta","40-49","Medio completo","Acima 4 SM","35","25417.0"
"11","Novembro","Feminino","Preta","50-59","Medio completo","Sem informacao","311","170354.0"
"11","Novembro","Feminino","Branca","30-39","Fundamental completo","2 a 4 SM","27","14391.0"
"11","Novembro","Feminino","Parda","18-29","Superior incompleto","Ate 1 SM","634","388127.0"
"11","Novembro","Feminino","Parda","18-29","Superior incompleto","1 a 2 SM","425","284271.0"
"11","Novembro","Masculino","Branca","50-59","Fundamental completo","Sem informacao","308","151021.0"
"11","Novembro","Feminino","Parda","40-49","Superior incompleto","Ate 1 SM","94","47724.0"
"11","Novembro","Masculino","Preta","30-39","Superior incompleto","1 a 2 SM","60","38097.0"
"11","Novembro","Masculino","Parda","40-49","Medio completo","Sem informacao","669","358968.0"
"11","Novembro","Feminino","Branca","40-49","Medio completo","Acima 4 SM","61","40112.0"
"11","Novembro","Feminino","Branca","60+","Superior completo","Ate 1 SM","52","25198.0"
"11","Novembro","Feminino","Branca","50-59","Superior incompleto","Ate 1 SM","37","19172.0"
"11","Novembro","Masculino","Parda","50-59","Fundamental incompleto","Ate 1 SM","1448","569361.0"
"11","Novembro","Feminino","Indigena","60+","Medio incompleto","Sem informacao","5","1667.0"
"11","Novembro","Feminino","Branca","40-49","Medio incompleto","2 a 4 SM","27","14445.0"
"11","Novembro","Masculino","Preta","30-39","Pos-graduacao","2 a 4 SM","16","10119.0"
"11","Novembro","Masculino","Amarela","40-49","Medio completo","2 a 4 SM","13","8862.0"
"11","Novembro","Feminino","Branca","18-29","Pos-graduacao","Acima 4 SM","59","48985.0"
"11","Novembro","Feminino","Branca","30-39","Sem instrucao","Sem informacao","85","47460.0"
"11","Novembro","Masculino","Parda","40-49","Fundamental incompleto","2 a 4 SM","309","168115.0"
"11","Novembro","Masculino","Branca","18-29","Medio incompleto","2 a 4 SM","60","42553.0"
"11","Novembro","Masculino","Preta","30-39","Superior completo","2 a 4 SM","76","57455.0"
"11","Novembro","Feminino","Parda","50-59","Medio completo","Acima 4 SM","36","16513.0"
"11","Novembro","Feminino","Preta","40-49","Fundamental incompleto","Sem informacao","436","208000.0"
"11","Novembro","Masculino","Branca","18-29","Medio incompleto","Ate 1 SM","384","238878.0"
"11","Novembro","Masculino","Branca","60+","Sem instrucao","1 a 2 SM","24","13356.0"
"11","Novembro","Masculino","Preta","0-17","Medio incompleto","Ate 1 SM","43","18687.0"
"11","Novembro","Masculino","Preta","30-39","Fundamental completo","Sem informacao","51","31038.0"
"11","Novembro","Masculino","Branca","18-29","Fundamental completo","2 a 4 SM","28","21859.0"
"11","Novembro","Feminino","Preta","18-29","Medio incompleto","Sem informacao","380","237425.0"
"11","Novembro","Masculino","Preta","60+","Fundamental incompleto","1 a 2 SM","113","53272.0"
"11","Novembro","Masculino","Parda","18-29","Fundamental completo","2 a 4 SM","19","15041.0"
"11","Novembro","Masculino","Amarela","60+","Medio incompleto","Sem informacao","5","4478.0"
"11","Novembro","Feminino","Indigena","30-39","Medio completo","Sem informacao","37","13130.0"
"11","Novembro","Feminino","Amarela","50-59","Superior completo","Sem informacao","14","15015.0"
"10","Outubro","Feminino","Parda","40-49","Superior completo","Sem informacao","410","188522.0"
"10","Outubro","Masculino","Branca","0-17","Fundamental incompleto","Sem informacao","9634","6035998.0"
"10","Outubro","Feminino","Branca","30-39","Medio completo","Sem informacao","1712","1094927.0"
"10","Outubro","Masculino","Branca","0-17","Fundamental completo","Sem informacao","264","152976.0"
"10","Outubro","Feminino","Parda","18-29","Medio completo","Sem informacao","4909","2806585.0"
"10","Outubro","Feminino","Preta","30-39","Medio completo","1 a 2 SM","220","145589.0"
"11","Novembro","Feminino","Parda","40-49","Medio incompleto","Ate 1 SM","255","125877.0"
"11","Novembro","Feminino","Branca","50-59","Sem instrucao","Sem informacao","302","121160.0"
"11","Novembro","Masculino","Parda","60+","Superior incompleto","Sem informacao","81","43930.0"
"11","Novembro","Masculino","Parda","50-59","Fundamental incompleto","Acima 4 SM","48","24160.0"
"11","Novembro","Feminino","Branca","30-39","Pos-graduacao","Ate 1 SM","39","20516.0"
"11","Novembro","Masculino","Branca","0-17","Medio incompleto","1 a 2 SM","34","15674.0"
"11","Novembro","Feminino","Branca","40-49","Medio incompleto","Acima 4 SM","12","5573.0"
"9","Setembro","Feminino","Branca","60+","Medio incompleto","Sem informacao","531","265751.0"
"9","Setembro","Feminino","Branca","40-49","Medio incompleto","Sem informacao","341","183547.0"
"9","Setembro","Feminino","Parda","60+","Fundamental incompleto","Sem informacao","6367","2684952.0"
"9","Setembro","Feminino","Parda","18-29","Fundamental incompleto","Sem informacao","1320","659481.0"
"9","Setembro","Masculino","Parda","18-29","Medio incompleto","Sem informacao","1861","1014995.0"
"9","Setembro","Masculino","Parda","30-39","Fundamental incompleto","1 a 2 SM","756","433933.0"
"9","Setembro","Masculino","Branca","40-49","Superior completo","1 a 2 SM","261","160237.0"
"9","Setembro","Feminino","Branca","18-29","Superior completo","Sem informacao","628","439293.0"
"9","Setembro","Masculino","Parda","18-29","Fundamental completo","Sem informacao","394","205795.0"
"9","Setembro","Feminino","Preta","40-49","Fundamental completo","Ate 1 SM","66","41677.0"
"9","Setembro","Feminino","Branca","50-59","Superior completo","1 a 2 SM","337","172904.0"
"9","Setembro","Feminino","Preta","30-39","Fundamental completo","Sem informacao","101","58449.0"
"9","Setembro","Masculino","Branca","18-29","Superior completo","Sem informacao","338","235782.0"
"9","Setembro","Feminino","Parda","18-29","Superior incompleto","Ate 1 SM","627","375499.0"
"9","Setembro","Masculino","Parda","50-59","Pos-graduacao","Acima 4 SM","115","56496.0"
"9","Setembro","Feminino","Amarela","50-59","Fundamental completo","Sem informacao","6","2123.0"
"9","Setembro","Feminino","Preta","40-49","Medio incompleto","Sem informacao","97","57844.0"
"9","Setembro","Feminino","Indigena","50-59","Fundamental incompleto","Sem informacao","23","7307.0"
"9","Setembro","Feminino","Parda","50-59","Medio completo","2 a 4 SM","152","68099.0"
"9","Setembro","Feminino","Branca","60+","Superior completo","Ate 1 SM","43","22799.0"
"9","Setembro","Masculino","Preta","40-49","Medio incompleto","2 a 4 SM","21","12296.0"
"9","Setembro","Masculino","Amarela","18-29","Superior completo","Acima 4 SM","5","10476.0"
"9","Setembro","Masculino","Amarela","30-39","Superior completo","2 a 4 SM","13","13492.0"
"9","Setembro","Masculino","Preta","50-59","Superior incompleto","Sem informacao","16","9898.0"
"9","Setembro","Masculino","Amarela","60+","Medio completo","1 a 2 SM","7","4767.0"
"9","Setembro","Masculino","Amarela","30-39","Superior completo","Sem informacao","3","6753.0"
"9","Setembro","Masculino","Amarela","18-29","Medio incompleto","Sem informacao","17","9496.0"
"9","Setembro","Feminino","Amarela","60+","Pos-graduacao","1 a 2 SM","1","1558.0"
"9","Setembro","Masculino","Amarela","60+","Medio incompleto","Sem informacao","6","4597.0"
"9","Setembro","Masculino","Preta","40-49","Superior incompleto","1 a 2 SM","27","18752.0"
"11","Novembro","Masculino","Branca","50-59","Pos-graduacao","Acima 4 SM","308","180672.0"
"11","Novembro","Feminino","Branca","50-59","Superior completo","Sem informacao","751","416608.0"
"11","Novembro","Masculino","Branca","60+","Pos-graduacao","Sem informacao","218","115620.0"
"11","Novembro","Masculino","Preta","0-17","Fundamental incompleto","Sem informacao","1661","1004484.0"
"11","Novembro","Feminino","Branca","50-59","Medio completo","1 a 2 SM","720","386170.0"
"11","Novembro","Masculino","Preta","30-39","Medio completo","Sem informacao","202","137714.0"
"11","Novembro","Masculino","Branca","50-59","Superior incompleto","Sem informacao","86","42470.0"
"11","Novembro","Feminino","Indigena","60+","Sem instrucao","Sem informacao","33","11359.0"
"11","Novembro","Feminino","Preta","40-49","Fundamental completo","Sem informacao","114","60614.0"
"11","Novembro","Feminino","Preta","40-49","Medio completo","Acima 4 SM","5","2915.0"
"11","Novembro","Masculino","Branca","40-49","Medio completo","Sem informacao","442","263780.0"
"11","Novembro","Masculino","Branca","30-39","Medio incompleto","2 a 4 SM","108","71685.0"
"11","Novembro","Feminino","Branca","50-59","Pos-graduacao","Ate 1 SM","28","16700.0"
"11","Novembro","Masculino","Branca","60+","Fundamental completo","1 a 2 SM","185","90913.0"
"11","Novembro","Feminino","Branca","40-49","Fundamental completo","1 a 2 SM","250","134828.0"
"11","Novembro","Feminino","Parda","50-59","Pos-graduacao","2 a 4 SM","134","51580.0"
"11","Novembro","Masculino","Preta","50-59","Superior incompleto","2 a 4 SM","10","4108.0"
"11","Novembro","Feminino","Preta","40-49","Fundamental incompleto","Ate 1 SM","207","108250.0"
"11","Novembro","Masculino","Branca","60+","Sem instrucao","2 a 4 SM","14","3482.0"
"11","Novembro","Masculino","Branca","50-59","Sem instrucao","Sem informacao","205","83683.0"
"11","Novembro","Feminino","Branca","0-17","Fundamental completo","Sem informacao","228","141954.0"
"11","Novembro","Masculino","Branca","18-29","Superior completo","Ate 1 SM","163","118704.0"
"11","Novembro","Feminino","Preta","18-29","Fundamental completo","Ate 1 SM","26","17094.0"
"11","Novembro","Masculino","Branca","18-29","Medio incompleto","Acima 4 SM","12","9318.0"
"11","Novembro","Feminino","Branca","60+","Fundamental incompleto","2 a 4 SM","32","12370.0"
